Year,State,Generation Region,Price,value,source,unit of Price,unit of value
2003,ME,NPCC,6.22,5.99807136,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2004,ME,NPCC,6.66,6.422372228,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,MD,RFC,2.97,2.864030858,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1998,MD,RFC,2.75,2.651880424,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1999,MD,RFC,3.2,3.085824494,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2000,MD,RFC,4.62,4.455159113,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2001,MD,RFC,7.84,7.56027001,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2002,MD,RFC,4.31,4.156219865,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2003,MD,RFC,5.62,5.419479267,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2004,MD,RFC,5.79,5.583413693,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2005,MD,RFC,10.36,9.990356798,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2006,MD,RFC,7.8,7.521697203,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2007,MD,RFC,7.89,7.608486017,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2008,MD,RFC,11.16,10.76181292,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2009,MD,RFC,5.42,5.226615236,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2010,MD,RFC,5.77,5.56412729,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2011,MD,RFC,5.44,5.245901639,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2013,MD,RFC,5.06,4.879459981,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2014,MD,RFC,5.35,5.159112825,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2015,MD,RFC,4.06,3.915139826,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2016,MD,RFC,2.97,2.864030858,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2017,MD,RFC,3.65,3.519768563,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2018,MD,RFC,4,3.857280617,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2019,MD,RFC,3.21,3.095467695,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,MA,NPCC,3.11,2.99903568,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1998,MA,NPCC,2.78,2.680810029,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1999,MA,NPCC,2.72,2.62295082,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2000,MA,NPCC,4.6,4.43587271,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2001,MA,NPCC,3.58,3.452266152,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2002,MA,NPCC,3.6,3.471552555,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2003,MA,NPCC,5.51,5.31340405,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2004,MA,NPCC,6.61,6.37415622,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2005,MA,NPCC,9.63,9.286403086,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2006,MA,NPCC,7.45,7.184185149,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2007,MA,NPCC,8.11,7.820636451,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2008,MA,NPCC,10.43,10.05785921,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2009,MA,NPCC,4.93,4.754098361,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2010,MA,NPCC,5.44,5.245901639,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2011,MA,NPCC,5.07,4.889103182,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2012,MA,NPCC,3.68,3.548698168,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2013,MA,NPCC,5.96,5.74734812,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2014,MA,NPCC,6.66,6.422372228,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2015,MA,NPCC,4.33,4.175506268,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2016,MA,NPCC,3.29,3.172613308,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2017,MA,NPCC,3.74,3.606557377,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2018,MA,NPCC,4.91,4.734811958,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2019,MA,NPCC,4.73,4.56123433,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,MI,RFC,0.79,0.761812922,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1998,MI,RFC,1.24,1.195756991,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1999,MI,RFC,1.53,1.475409836,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2000,MI,RFC,2.77,2.671166827,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2001,MI,RFC,3.42,3.297974928,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2002,MI,RFC,3.55,3.423336548,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2003,MI,RFC,3.88,3.741562199,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2004,MI,RFC,4.42,4.262295082,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2005,MI,RFC,5.6,5.400192864,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2006,MI,RFC,6.01,5.795564127,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2007,MI,RFC,6.63,6.393442623,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2008,MI,RFC,8.75,8.43780135,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2009,MI,RFC,4.55,4.387656702,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2010,MI,RFC,4.97,4.792671167,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2011,MI,RFC,4.76,4.590163934,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2012,MI,RFC,3.21,3.095467695,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2013,MI,RFC,4.58,4.416586307,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2014,MI,RFC,6.71,6.470588235,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2015,MI,RFC,3.21,3.095467695,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2016,MI,RFC,2.81,2.709739634,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2017,MI,RFC,3.29,3.172613308,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2018,MI,RFC,3.4,3.278688525,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2019,MI,RFC,2.74,2.642237223,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,MN,MRO,2.44,2.352941176,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1998,MN,MRO,2.36,2.275795564,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1999,MN,MRO,2.69,2.594021215,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2000,MN,MRO,4.54,4.3780135,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2001,MN,MRO,5.25,5.06268081,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2002,MN,MRO,3.76,3.62584378,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2008,MN,MRO,9.23,8.900675024,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,MS,SERC,2.72,2.62295082,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1998,MS,SERC,2.31,2.227579556,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1999,MS,SERC,2.49,2.401157184,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2000,MS,SERC,4.01,3.866923819,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2001,MS,SERC,3.54,3.413693346,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2002,MS,SERC,3.57,3.442622951,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2003,MS,SERC,5.81,5.602700096,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2004,MS,SERC,6.14,5.920925747,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2005,MS,SERC,9.41,9.074252652,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2006,MS,SERC,7.2,6.943105111,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2007,MS,SERC,7.43,7.164898746,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2008,MS,SERC,9.62,9.276759884,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,MO,SERC,2.81,2.709739634,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1998,MO,SERC,2.26,2.179363549,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1999,MO,SERC,2.66,2.56509161,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2000,MO,SERC,4.42,4.262295082,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2001,MO,SERC,4.69,4.522661524,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2002,MO,SERC,3.32,3.201542912,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,MT,WECC,14.44,13.92478303,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1998,MT,WECC,2.06,1.986499518,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1999,MT,WECC,2.01,1.93828351,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2000,MT,WECC,5.81,5.602700096,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2001,MT,WECC,7.54,7.270973963,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2002,MT,WECC,3.95,3.809064609,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2019,MT,WECC,1.65,1.591128255,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,NE,MRO,2.86,2.757955641,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1998,NE,MRO,2.4,2.31436837,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1999,NE,MRO,2.8,2.700096432,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2000,NE,MRO,4.6,4.43587271,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2001,NE,MRO,4.29,4.136933462,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2002,NE,MRO,4.17,4.021215043,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2003,NE,MRO,5.63,5.429122469,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2004,NE,MRO,6.51,6.277724204,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2005,NE,MRO,8.16,7.868852459,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2006,NE,MRO,7.31,7.049180328,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2007,NE,MRO,8.97,8.649951784,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2011,NE,MRO,5.74,5.535197686,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2012,NE,MRO,3.93,3.789778206,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2013,NE,MRO,4.96,4.783027965,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2014,NE,MRO,5.84,5.631629701,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2015,NE,MRO,3.97,3.828351013,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2016,NE,MRO,3.31,3.191899711,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2017,NE,MRO,4.23,4.079074253,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2018,NE,MRO,3.77,3.635486982,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
2019,NE,MRO,3.12,3.008678881,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
1997,NV,WECC,2.18,2.102217936,EIA NG Electric Power Prices : https://www.eia.gov/dnav/ng/NG_SUM_LSUM_A_EPG0_PEU_DMCF_A.html,dollars per thousand cubic feet,$/MMBtu
