Feedstock Source,Production Type,Plant Type,Hydrogen Phase,Co-produce Steam,Basis of H2 Production Assumptions,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,pm2.5,,6.29E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,sox,,0.000260764,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,sox,,3.23E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,sox,,1.02E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,electricity,voc,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Production,total,voc,,9.30E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,voc,,2.93E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,bc,,-1.20E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,bc,,-4.62E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,bc,,2.68E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production: Non-Combustion Emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,bc,,3.72E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production: Non-Combustion Emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,bc,,3.76E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,bc,,-1.20E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,ch4,,-2.87E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,ch4,,-0.00011021,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,ch4,combustion,6.40E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production: Non-Combustion Emissions,total,ch4,combustion,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,ch4,combustion,9.06E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production: Non-Combustion Emissions,total,ch4,combustion,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,ch4,combustion,8.96E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,ch4,combustion,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,ch4,combustion,-2.87E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,co,,-6.39E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,co,,-2.45E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,co,,6.57E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production: Non-Combustion Emissions,total,co,,1.20E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,co,,9.63E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production: Non-Combustion Emissions,total,co,,1.20E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,co,,9.19E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,co,,1.20E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,co,,-6.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,co2,,-0.010982065,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,co2,,-0.042110539,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,co2,,0.02446392,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production: Non-Combustion Emissions,total,co2,,0.046544683,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co2,,0.01289007,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,co2,,0.035170006,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production: Non-Combustion Emissions,total,co2,,0.046544663,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co2,,0.01289031,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,co2,,0.034249458,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,co2,,0.046544683,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,co2,,-0.010982065,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,n2o,,-1.69E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,n2o,,-6.47E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,n2o,,3.76E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production: Non-Combustion Emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,n2o,,5.41E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production: Non-Combustion Emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,n2o,,5.26E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,n2o,,-1.69E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,,natural gas: process fuel,,0.403551584,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 212
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,,natural gas: process fuel,,0.544694797,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 212
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,,natural gas: process fuel,,0.564972218,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 214
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,,natural gas,,0.826584969,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 195
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,,natural gas,,0.826584614,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 195
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,,natural gas,,0.826584969,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 195
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,nox,,-9.66E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,nox,,-3.71E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,nox,,1.15E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production: Non-Combustion Emissions,total,nox,,1.56E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,nox,,1.70E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production: Non-Combustion Emissions,total,nox,,1.56E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,nox,,1.61E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,nox,,1.56E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,nox,,-9.66E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,oc,,-2.81E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,oc,,-1.08E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,oc,,6.26E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production: Non-Combustion Emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,oc,,8.67E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production: Non-Combustion Emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,oc,,8.76E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,oc,,-2.81E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,pm10,,-6.76E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,pm10,,-2.59E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production,total,pm10,,1.33E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Production: Non-Combustion Emissions,total,pm10,,1.14E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production,total,pm10,,2.07E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,Central Plants,Gas,No,H2A Model by NREL,G.H2 Production: Non-Combustion Emissions,total,pm10,,1.14E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
