Feedstock Source,Production Type,Compute Cost,Plant Type,Hydrogen Phase,Co-produce Steam,Basis of H2 Production Assumptions,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,ch4,,9.20E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,ch4,,1.22E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,ch4,combustion,9.20E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,ch4,combustion,3.70E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,ch4,combustion,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,ch4,combustion,3.70E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,ch4,combustion,1.22E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,ch4,combustion,3.70E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,ch4,combustion,-9.81E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,co,,1.66E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,co,,2.21E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,co,,1.66E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,co,,4.80E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,co,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,co,,4.80E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,co,,2.21E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,co,,4.80E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,co,,-1.75E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,co2,,0.000463878,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,co2,,0.000616747,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,co2,,0.000463879,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,co2,,0.137140852,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co2,,0.01289007,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,co2,,0,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,co2,,0.166987823,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,co2,,0.01289031,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,co2,,0.000616747,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,co2,,0.154252623,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,co2,,-0.060213941,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,,coal,,1.609225806,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 214
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,,coal,,1.95941078,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 214
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,,coal,,1.80999274,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 214
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,,electricity,,0.003677419,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,,electricity,,0.004889292,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,n2o,,7.27E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,n2o,,9.66E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,n2o,,7.27E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,n2o,,9.66E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,n2o,,-5.84E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,nox,,3.25E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,nox,,4.33E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,nox,,3.25E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,nox,,4.33E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,nox,,-8.81E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,oc,,4.91E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,oc,,6.53E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,oc,,4.91E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,oc,,6.53E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,oc,,-2.90E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,pm10,,5.85E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,pm10,,7.77E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,pm10,,5.85E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,pm10,,7.77E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,pm10,,-7.52E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,pm2.5,,2.53E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,pm2.5,,3.37E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,pm2.5,,2.53E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,pm2.5,,3.37E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,pm2.5,,-2.59E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,sox,,8.01E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,sox,,1.06E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,sox,,8.01E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,sox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
