Seqno,state,plant_name,orispl,unit,prime_mover,fuel,online_year,egrid_year,gen,number_of_boiler,genstatus,gen_prime_mover,gen_fuel,capacity_mw,match_score,plant_id
318,AK,Kodiak Microgrid,6281,1,IC,DFO,,2018,1,0,OP,IC,DFO,2.5,1,72
319,AK,Kodiak Microgrid,6281,2,IC,DFO,,2018,2,0,RE,IC,DFO,5.2,1,72
320,AK,Kodiak Microgrid,6281,2c,IC,DFO,,2018,2c,0,OP,IC,DFO,4.4,1,72
321,AK,Kodiak Microgrid,6281,3,IC,DFO,,2018,3,0,RE,IC,DFO,5.2,1,72
322,AK,Kodiak Microgrid,6281,3c,IC,DFO,,2018,3c,0,OP,IC,DFO,4.4,1,72
323,AK,Kodiak Microgrid,6281,4,IC,DFO,,2018,4,0,OP,IC,DFO,7,1,72
324,AK,Kodiak Microgrid,6281,6,IC,DFO,,2018,6,0,RE,IC,DFO,2,1,72
325,AK,Kodiak Microgrid,6281,7,IC,DFO,,2018,7,0,RE,IC,DFO,2,1,72
326,AK,Kodiak Microgrid,6281,8,IC,DFO,,2018,8,0,RE,IC,DFO,2.6,1,72
327,AK,Kodiak Microgrid,6281,9,IC,DFO,,2018,9,0,RE,IC,DFO,2,1,72
328,AK,Kotlik,57064,UNIT1,IC,DFO,,2018,UNIT1,0,OP,IC,DFO,0.3,1,73
329,AK,Kotlik,57064,UNIT2,IC,DFO,,2018,UNIT2,0,OP,IC,DFO,0.3,1,73
330,AK,Kotlik,57064,UNIT3,IC,DFO,,2018,UNIT3,0,OP,IC,DFO,0.4,1,73
331,AK,Kotlik,57064,UNIT4,IC,DFO,,2018,UNIT4,0,OP,IC,DFO,0.4,1,73
332,AK,Kotzebue,6304,10,IC,DFO,,2018,10,0,OP,IC,DFO,3,1,74
333,AK,Kotzebue,6304,10wt,WT,WND,,2018,10wt,0,OP,WT,WND,0.1,1,74
334,AK,Kotzebue,6304,11,IC,DFO,,2018,11,0,RE,IC,DFO,1,1,74
335,AK,Kotzebue,6304,11wt,WT,WND,,2018,11wt,0,OP,WT,WND,0.1,1,74
336,AK,Kotzebue,6304,12,IC,DFO,,2018,12,0,RE,IC,DFO,1,1,74
337,AK,Kotzebue,6304,12wt,WT,WND,,2018,12wt,0,OP,WT,WND,0.1,1,74
338,AK,Kotzebue,6304,13WT,WT,WND,,2018,13WT,0,OP,WT,WND,0.1,1,74
339,AK,Kotzebue,6304,14,IC,DFO,,2018,14,0,OP,IC,DFO,2.8,1,74
340,AK,Kotzebue,6304,14wt,WT,WND,,2018,14wt,0,OP,WT,WND,0.1,1,74
341,AK,Kotzebue,6304,15,IC,DFO,,2018,15,0,OP,IC,DFO,2.8,1,74
342,AK,Kotzebue,6304,15WT,WT,WND,,2018,15WT,0,OP,WT,WND,0.1,1,74
343,AK,Kotzebue,6304,16,IC,DFO,,2018,16,0,OP,IC,DFO,1.4,1,74
344,AK,Kotzebue,6304,16WT,WT,WND,,2018,16WT,0,OP,WT,WND,0.1,1,74
345,AK,Kotzebue,6304,17,IC,DFO,,2018,17,0,OP,IC,DFO,0.7,1,74
346,AK,Kotzebue,6304,17WT,WT,WND,,2018,17WT,0,OP,WT,WND,0.1,1,74
347,AK,Kotzebue,6304,18WT,WT,WND,,2018,18WT,0,OP,WT,WND,0.9,1,74
348,AK,Kotzebue,6304,19WT,WT,WND,,2018,19WT,0,OP,WT,WND,0.9,1,74
349,AK,Kotzebue,6304,1WT,WT,WND,,2018,1WT,0,OP,WT,WND,0.6,1,74
350,AK,Kotzebue,6304,2WT,WT,WND,,2018,2WT,0,OP,WT,WND,0.1,1,74
351,AK,Kotzebue,6304,3WT,WT,WND,,2018,3WT,0,OP,WT,WND,0.2,1,74
352,AK,Kotzebue,6304,4WT,WT,WND,,2018,4WT,0,OP,WT,WND,0.5,1,74
353,AK,Kotzebue,6304,5WT,WT,WND,,2018,5WT,0,OP,WT,WND,0.1,1,74
354,AK,Kotzebue,6304,6WT,WT,WND,,2018,6WT,0,OP,WT,WND,0.1,1,74
355,AK,Kotzebue,6304,7A,IC,DFO,,2018,7A,0,OP,IC,DFO,1.1,1,74
356,AK,Kotzebue,6304,7WT,WT,WND,,2018,7WT,0,OP,WT,WND,0.1,1,74
357,AK,Kotzebue,6304,8WT,WT,WND,,2018,8WT,0,OP,WT,WND,0.1,1,74
358,AK,Kotzebue,6304,9,IC,DFO,,2018,9,0,RE,IC,DFO,2.1,1,74
359,AK,Kotzebue,6304,9wt,WT,WND,,2018,9wt,0,OP,WT,WND,0.1,1,74
360,AK,Kotzebue,6304,ES1,BA,MWH,,2018,ES1,0,OP,BA,MWH,1.2,1,74
361,AK,Koyuk,57059,UNIT1,IC,DFO,,2018,UNIT1,0,OP,IC,DFO,0.2,1,75
362,AK,Koyuk,57059,UNIT2,IC,DFO,,2018,UNIT2,0,OP,IC,DFO,0.4,1,75
363,AK,Koyuk,57059,UNIT3,IC,DFO,,2018,UNIT3,0,OP,IC,DFO,0.5,1,75
364,AK,Lake Dorothy Hydroelectric Project,57085,1,HY,WAT,,2018,1,0,OP,HY,WAT,14.3,1,76
365,AK,Lemon Creek,64,1,IC,DFO,,2018,1,0,SB,IC,DFO,2.5,1,77
366,AK,Lemon Creek,64,2,IC,DFO,,2018,2,0,SB,IC,DFO,2.6,1,77
367,AK,Lemon Creek,64,3,IC,DFO,,2018,3,0,SB,IC,DFO,2.6,1,77
368,AK,Lemon Creek,64,5,GT,DFO,,2018,5,0,SB,GT,DFO,18.6,1,77
369,AK,Lemon Creek,64,6,GT,DFO,,2018,6,0,SB,GT,DFO,18.6,1,77
370,AK,Lemon Creek,64,7,IC,DFO,,2018,7,0,SB,IC,DFO,2.8,1,77
371,AK,Lemon Creek,64,IC10,IC,DFO,,2018,IC10,0,SB,IC,DFO,2.8,1,77
372,AK,Lemon Creek,64,IC11,IC,DFO,,2018,IC11,0,SB,IC,DFO,2.8,1,77
373,AK,Lemon Creek,64,IC12,IC,DFO,,2018,IC12,0,SB,IC,DFO,2.8,1,77
374,AK,Lemon Creek,64,IC8,IC,DFO,,2018,IC8,0,SB,IC,DFO,2.8,1,77
375,AK,Lemon Creek,64,IC9,IC,DFO,,2018,IC9,0,SB,IC,DFO,2.8,1,77
376,AK,Mahoney Lake Hydroelectric,59027,GEN 1,HY,WAT,,2018,GEN 1,0,P,HY,WAT,9.6,1,78
377,AK,Marshall,60244,1,IC,DFO,,2018,1,0,OP,IC,DFO,0.5,1,79
378,AK,Marshall,60244,2,IC,DFO,,2018,2,0,OP,IC,DFO,0.4,1,79
379,AK,Marshall,60244,3,IC,DFO,,2018,3,0,OP,IC,DFO,0.2,1,79
380,AK,McGrath,6555,3,IC,DFO,,2018,3,0,RE,IC,DFO,0.2,1,80
381,AK,McGrath,6555,3A,IC,DFO,,2018,3A,0,OP,IC,DFO,0.5,1,80
382,AK,McGrath,6555,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.2,1,80
383,AK,McGrath,6555,4A,IC,DFO,,2018,4A,0,OP,IC,DFO,0.5,1,80
384,AK,McGrath,6555,5,IC,DFO,,2018,5,0,RE,IC,DFO,0.6,1,80
385,AK,McGrath,6555,6,IC,DFO,,2018,6,0,OP,IC,DFO,0.6,1,80
386,AK,McGrath,6555,7,IC,DFO,,2018,7,0,OP,IC,DFO,0.6,1,80
387,AK,Mountain Village,6329,1,IC,DFO,,2018,1,0,OP,IC,DFO,0.3,1,81
388,AK,Mountain Village,6329,3A,IC,DFO,,2018,3A,0,RE,IC,DFO,0.3,1,81
389,AK,Mountain Village,6329,3B,IC,DFO,,2018,3B,0,OP,IC,DFO,0.5,1,81
390,AK,Mountain Village,6329,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.6,1,81
391,AK,Mountain Village,6329,4A,IC,DFO,,2018,4A,0,OP,IC,DFO,0.8,1,81
392,AK,Mountain Village,6329,5,IC,DFO,,2018,5,0,RE,IC,DFO,0.5,1,81
393,AK,Mountain Village,6329,5A,IC,DFO,,2018,5A,0,OP,IC,DFO,0.7,1,81
394,AK,Naknek,6301,4A,IC,DFO,,2018,4A,0,OP,IC,DFO,1.3,1,82
395,AK,Naknek,6301,5,IC,DFO,,2018,5,0,RE,IC,DFO,0.4,1,82
396,AK,Naknek,6301,5A,IC,DFO,,2018,5A,0,OP,IC,DFO,1,1,82
397,AK,Naknek,6301,6,IC,DFO,,2018,6,0,RE,IC,DFO,0.4,1,82
398,AK,Naknek,6301,6A,IC,DFO,,2018,6A,0,OP,IC,DFO,1,1,82
399,AK,Naknek,6301,7,IC,DFO,,2018,7,0,RE,IC,DFO,0.4,1,82
400,AK,Naknek,6301,7A,IC,DFO,,2018,7A,0,OP,IC,DFO,1,1,82
401,AK,Naknek,6301,8,IC,DFO,,2018,8,0,OP,IC,DFO,1,1,82
402,AK,Naknek,6301,NA1,IC,DFO,,2018,NA1,0,OP,IC,DFO,1.1,1,82
403,AK,Naknek,6301,NA2,IC,DFO,,2018,NA2,0,OP,IC,DFO,1.1,1,82
404,AK,Naknek,6301,NA3,IC,DFO,,2018,NA3,0,OP,IC,DFO,0.8,1,82
405,AK,Naknek,6301,NA4,IC,DFO,,2018,NA4,0,OP,IC,DFO,0.8,1,82
406,AK,Naknek,6301,NA5,IC,DFO,,2018,NA5,0,OP,IC,DFO,0.8,1,82
407,AK,Naknek,6301,NA6,IC,DFO,,2018,NA6,0,V,IC,DFO,3.3,1,82
408,AK,Naknek,6301,NA7,IC,DFO,,2018,NA7,0,V,IC,DFO,3.3,1,82
409,AK,New Stuyahok,60245,1,IC,DFO,,2018,1,0,OP,IC,DFO,0.4,1,83
410,AK,New Stuyahok,60245,2,IC,DFO,,2018,2,0,OP,IC,DFO,0.5,1,83
411,AK,New Stuyahok,60245,3,IC,DFO,,2018,3,0,OP,IC,DFO,0.5,1,83
412,AK,Newhalen,7183,1,IC,DFO,,2018,1,0,RE,IC,DFO,0.3,1,84
413,AK,Newhalen,7183,2,IC,DFO,,2018,2,0,RE,IC,DFO,0.3,1,84
414,AK,Newhalen,7183,3,IC,DFO,,2018,3,0,RE,IC,DFO,0.3,1,84
415,AK,Newhalen,7183,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.6,1,84
416,AK,Newhalen,7183,5,IC,DFO,,2018,5,0,OP,IC,DFO,0.3,1,84
417,AK,Newhalen,7183,6,IC,DFO,,2018,6,0,OP,IC,DFO,0.3,1,84
418,AK,Newhalen,7183,7,IC,DFO,,2018,7,0,OP,IC,DFO,0.3,1,84
419,AK,Newhalen,7183,H-1,HY,WAT,,2018,H-1,0,OP,HY,WAT,0.4,1,84
420,AK,Newhalen,7183,H-2,HY,WAT,,2018,H-2,0,OP,HY,WAT,0.4,1,84
423,AK,Noatak,57051,5A,IC,DFO,,2018,5A,0,OP,IC,DFO,0.5,1,86
424,AK,Noatak,57051,UNIT2,IC,DFO,,2018,UNIT2,0,OP,IC,DFO,0.3,1,86
425,AK,Noatak,57051,UNIT4,IC,DFO,,2018,UNIT4,0,OP,IC,DFO,0.5,1,86
426,AK,Noatak,57051,UNIT5,IC,DFO,,2018,UNIT5,0,RE,IC,DFO,0.4,1,86
427,AK,Noorvik,6330,1A,IC,DFO,,2018,1A,0,OP,IC,DFO,0.3,1,87
428,AK,Noorvik,6330,2A,IC,DFO,,2018,2A,0,RE,IC,DFO,0.4,1,87
429,AK,Noorvik,6330,2B,IC,DFO,,2018,2B,0,OP,IC,DFO,0.5,1,87
430,AK,Noorvik,6330,3,IC,DFO,,2018,3,0,RE,IC,DFO,0.3,1,87
431,AK,Noorvik,6330,3A,IC,DFO,,2018,3A,0,OP,IC,DFO,0.7,1,87
436,AK,Northway,7169,1A,IC,DFO,,2018,1A,0,OP,IC,DFO,0.5,1,89
437,AK,Northway,7169,2A,IC,DFO,,2018,2A,0,OP,IC,DFO,0.2,1,89
438,AK,Northway,7169,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.4,1,89
439,AK,Northway,7169,5,IC,DFO,,2018,5,0,OP,IC,DFO,0.4,1,89
440,AK,NSB Anaktuvuk Pass,7487,1,IC,DFO,,2018,1,0,OP,IC,DFO,0.3,1,90
441,AK,NSB Anaktuvuk Pass,7487,2,IC,DFO,,2018,2,0,OP,IC,DFO,0.3,1,90
442,AK,NSB Anaktuvuk Pass,7487,3,IC,DFO,,2018,3,0,OP,IC,DFO,0.3,1,90
443,AK,NSB Anaktuvuk Pass,7487,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.1,1,90
444,AK,NSB Anaktuvuk Pass,7487,5,IC,DFO,,2018,5,0,RE,IC,DFO,0.1,1,90
445,AK,NSB Anaktuvuk Pass,7487,6,IC,DFO,,2018,6,0,OP,IC,DFO,0.9,1,90
446,AK,NSB Anaktuvuk Pass,7487,7,IC,DFO,,2018,7,0,OP,IC,DFO,0.9,1,90
447,AK,NSB Atqasuk Utility,7482,NA1,IC,DFO,,2018,NA1,0,OP,IC,DFO,0.9,1,91
448,AK,NSB Atqasuk Utility,7482,NA2,IC,DFO,,2018,NA2,0,OP,IC,DFO,0.9,1,91
449,AK,NSB Atqasuk Utility,7482,NA3,IC,DFO,,2018,NA3,0,OP,IC,DFO,0.4,1,91
450,AK,NSB Atqasuk Utility,7482,PG1,IC,DFO,,2018,PG1,0,RE,IC,DFO,0.2,1,91
451,AK,NSB Atqasuk Utility,7482,PG2,IC,DFO,,2018,PG2,0,OP,IC,DFO,0.4,1,91
452,AK,NSB Atqasuk Utility,7482,PG3,IC,DFO,,2018,PG3,0,OP,IC,DFO,0.6,1,91
453,AK,NSB Kaktovik Utility,7483,PG1A,IC,DFO,,2018,PG1A,0,OP,IC,DFO,0.9,1,92
454,AK,NSB Kaktovik Utility,7483,PG2A,IC,DFO,,2018,PG2A,0,OP,IC,DFO,0.9,1,92
455,AK,NSB Kaktovik Utility,7483,PG3A,IC,DFO,,2018,PG3A,0,OP,IC,DFO,0.4,1,92
456,AK,NSB Kaktovik Utility,7483,PG4A,IC,DFO,,2018,PG4A,0,OP,IC,DFO,0.4,1,92
457,AK,NSB Nuiqsut Utility,7484,PG1A,IC,DFO,,2018,PG1A,0,OP,IC,DFO,0.9,1,93
458,AK,NSB Nuiqsut Utility,7484,PG2A,IC,DFO,,2018,PG2A,0,OP,IC,DFO,0.9,1,93
459,AK,NSB Nuiqsut Utility,7484,PG3A,IC,DFO,,2018,PG3A,0,OP,IC,DFO,0.4,1,93
460,AK,NSB Nuiqsut Utility,7484,PG3B,IC,NG,,2018,PG3B,0,OP,IC,NG,0.6,1,93
461,AK,NSB Nuiqsut Utility,7484,PG4A,IC,DFO,,2018,PG4A,0,RE,IC,DFO,0.4,1,93
462,AK,NSB Nuiqsut Utility,7484,PG5A,IC,NG,,2018,PG5A,0,OP,IC,NG,0.8,1,93
463,AK,NSB Nuiqsut Utility,7484,PG6A,IC,NG,,2018,PG6A,0,OP,IC,NG,0.8,1,93
464,AK,NSB Point Hope Utility,7485,PG1,IC,DFO,,2018,PG1,0,RE,IC,DFO,0.3,1,94
465,AK,NSB Point Hope Utility,7485,PG1A,IC,DFO,,2018,PG1A,0,OP,IC,DFO,1,1,94
466,AK,NSB Point Hope Utility,7485,PG2,IC,DFO,,2018,PG2,0,RE,IC,DFO,0.3,1,94
467,AK,NSB Point Hope Utility,7485,PG3,IC,DFO,,2018,PG3,0,RE,IC,DFO,0.3,1,94
468,AK,NSB Point Hope Utility,7485,PG4,IC,DFO,,2018,PG4,0,RE,IC,DFO,0.4,1,94
469,AK,NSB Point Hope Utility,7485,PG5,IC,DFO,,2018,PG5,0,RE,IC,DFO,0.2,1,94
470,AK,NSB Point Hope Utility,7485,PG6,IC,DFO,,2018,PG6,0,OP,IC,DFO,0.6,1,94
471,AK,NSB Point Hope Utility,7485,PG7,IC,DFO,,2018,PG7,0,OP,IC,DFO,0.6,1,94
472,AK,NSB Point Hope Utility,7485,PG8,IC,DFO,,2018,PG8,0,OP,IC,DFO,0.9,1,94
473,AK,NSB Point Lay Utility,7486,PG10,IC,DFO,,2018,PG10,0,OP,IC,DFO,0.6,1,95
474,AK,NSB Point Lay Utility,7486,PG1A,IC,DFO,,2018,PG1A,0,RE,IC,DFO,0.3,1,95
475,AK,NSB Point Lay Utility,7486,PG2A,IC,DFO,,2018,PG2A,0,RE,IC,DFO,0.3,1,95
476,AK,NSB Point Lay Utility,7486,PG3,IC,DFO,,2018,PG3,0,RE,IC,DFO,0.2,1,95
477,AK,NSB Point Lay Utility,7486,PG3A,IC,DFO,,2018,PG3A,0,RE,IC,DFO,0.3,1,95
478,AK,NSB Point Lay Utility,7486,PG4,IC,DFO,,2018,PG4,0,RE,IC,DFO,0.2,1,95
479,AK,NSB Point Lay Utility,7486,PG4A,IC,DFO,,2018,PG4A,0,RE,IC,DFO,0.3,1,95
480,AK,NSB Point Lay Utility,7486,PG5,IC,DFO,,2018,PG5,0,RE,IC,DFO,0.3,1,95
481,AK,NSB Point Lay Utility,7486,PG6,IC,DFO,,2018,PG6,0,RE,IC,DFO,0.3,1,95
482,AK,NSB Point Lay Utility,7486,PG7,IC,DFO,,2018,PG7,0,OP,IC,DFO,0.6,1,95
483,AK,NSB Point Lay Utility,7486,PG8,IC,DFO,,2018,PG8,0,OP,IC,DFO,0.6,1,95
484,AK,NSB Point Lay Utility,7486,PG9,IC,DFO,,2018,PG9,0,OP,IC,DFO,0.6,1,95
485,AK,NSB Wainwright Utility,7488,PG1,IC,DFO,,2018,PG1,0,OP,IC,DFO,0.4,1,96
486,AK,NSB Wainwright Utility,7488,PG2,IC,DFO,,2018,PG2,0,OP,IC,DFO,0.4,1,96
,AZ,,55129,DBG2,CT,NG,,,CTG2,,,CT,NG,,0.666666667,352
487,AK,NSB Wainwright Utility,7488,PG3,IC,DFO,,2018,PG3,0,OP,IC,DFO,0.4,1,96
488,AK,NSB Wainwright Utility,7488,PG4,IC,DFO,,2018,PG4,0,RE,IC,DFO,0.3,1,96
489,AK,NSB Wainwright Utility,7488,PG4A,IC,DFO,,2018,PG4A,0,OP,IC,DFO,0.9,1,96
490,AK,NSB Wainwright Utility,7488,PG5,IC,DFO,,2018,PG5,0,OP,IC,DFO,0.9,1,96
491,AK,Nunapitchuk,6333,1A,IC,DFO,,2018,1A,0,SB,IC,DFO,0.5,1,97
492,AK,Nunapitchuk,6333,2,IC,DFO,,2018,2,0,RE,IC,DFO,0.3,1,97
493,AK,Nunapitchuk,6333,3,IC,DFO,,2018,3,0,RE,IC,DFO,0.3,1,97
494,AK,Nunapitchuk,6333,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.6,1,97
495,AK,Nunapitchuk,6333,5,IC,DFO,,2018,5,0,RE,IC,DFO,0.5,1,97
496,AK,Nymans Plant Microgrid,7723,1,IC,DFO,,2018,1,0,OP,IC,DFO,2.5,1,98
497,AK,Nymans Plant Microgrid,7723,2,IC,DFO,,2018,2,0,OP,IC,DFO,7.5,1,98
498,AK,Orca,789,1,IC,DFO,,2018,1,0,CN,IC,DFO,1.5,1,99
499,AK,Orca,789,2,IC,DFO,,2018,2,0,IP,IC,DFO,1.5,1,99
500,AK,Orca,789,3,IC,DFO,,2018,3,0,OP,IC,DFO,2.5,1,99
501,AK,Orca,789,4,IC,DFO,,2018,4,0,OP,IC,DFO,2.4,1,99
502,AK,Orca,789,5,IC,DFO,,2018,5,0,OP,IC,DFO,1.1,1,99
503,AK,Orca,789,6,IC,DFO,,2018,6,0,OP,IC,DFO,1.1,1,99
504,AK,Orca,789,7,IC,DFO,,2018,7,0,OP,IC,DFO,3.6,1,99
505,AK,Pelican,6702,HC1,HY,WAT,,2018,HC1,0,OP,HY,WAT,0.6,1,100
506,AK,Pelican,6702,HC2,HY,WAT,,2018,HC2,0,OP,HY,WAT,0.8,1,100
507,AK,Pelican,6702,IC1,IC,DFO,,2018,IC1,0,RE,IC,DFO,0.3,1,100
508,AK,Pelican,6702,IC2,IC,DFO,,2018,IC2,0,RE,IC,DFO,0.1,1,100
509,AK,Pelican,6702,IC3,IC,DFO,,2018,IC3,0,RE,IC,DFO,0.2,1,100
510,AK,Pelican,6702,IC4,IC,DFO,,2018,IC4,0,RE,IC,DFO,0.2,1,100
511,AK,Pelican,6702,IC5,IC,DFO,,2018,IC5,0,RE,IC,DFO,0.4,1,100
512,AK,Pelican,6702,IC6,IC,DFO,,2018,IC6,0,OP,IC,DFO,0.4,1,100
513,AK,Pelican,6702,IC7,IC,DFO,,2018,IC7,0,OP,IC,DFO,0.4,1,100
514,AK,Pelican,6702,IC8,IC,DFO,,2018,IC8,0,OP,IC,DFO,0.2,1,100
515,AK,Petersburg,91,3,HY,WAT,,2018,3,0,OP,HY,WAT,1.6,1,101
516,AK,Petersburg,91,IC1,IC,DFO,,2018,IC1,0,OP,IC,DFO,2.6,1,101
517,AK,Petersburg,91,IC2,IC,DFO,,2018,IC2,0,RE,IC,DFO,0.3,1,101
518,AK,Petersburg,91,IC3,IC,DFO,,2018,IC3,0,OP,IC,DFO,1.2,1,101
519,AK,Petersburg,91,IC4,IC,DFO,,2018,IC4,0,OP,IC,DFO,0.6,1,101
520,AK,Petersburg,91,IC5,IC,DFO,,2018,IC5,0,OP,IC,DFO,0.8,1,101
521,AK,Petersburg,91,IC6,IC,DFO,,2018,IC6,0,OP,IC,DFO,2.6,1,101
522,AK,Petersburg,91,IC7,IC,DFO,,2018,IC7,0,OP,IC,DFO,2.6,1,101
523,AK,Petersburg,91,IC8,IC,DFO,,2018,IC8,0,OP,IC,DFO,2.5,1,101
524,AK,Pillar Mountain Wind Project Microgrid,57187,1,WT,WND,,2018,1,0,OP,WT,WND,4.5,1,102
525,AK,Pillar Mountain Wind Project Microgrid,57187,2,WT,WND,,2018,2,0,OP,WT,WND,4.5,1,102
526,AK,Pilot Station,57058,1,IC,DFO,,2018,1,0,OP,IC,DFO,0.5,1,103
527,AK,Pilot Station,57058,UNIT1,IC,DFO,,2018,UNIT1,0,RE,IC,DFO,0.4,1,103
528,AK,Pilot Station,57058,UNIT2,IC,DFO,,2018,UNIT2,0,OP,IC,DFO,0.5,1,103
529,AK,Pilot Station,57058,UNIT3,IC,DFO,,2018,UNIT3,0,OP,IC,DFO,0.3,1,103
530,AK,Port Lions Microgrid,6282,1,IC,DFO,,2018,1,0,RE,IC,DFO,0.3,1,104
531,AK,Port Lions Microgrid,6282,2,IC,DFO,,2018,2,0,RE,IC,DFO,0.3,1,104
532,AK,Port Lions Microgrid,6282,3,IC,DFO,,2018,3,0,RE,IC,DFO,0.2,1,104
533,AK,Port Lions Microgrid,6282,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.2,1,104
534,AK,Port Lions Microgrid,6282,5,IC,DFO,,2018,5,0,OP,IC,DFO,0.5,1,104
535,AK,Power Creek,7862,4,HY,WAT,,2018,4,0,OP,HY,WAT,3,1,105
536,AK,Power Creek,7862,5,HY,WAT,,2018,5,0,OP,HY,WAT,3,1,105
537,AK,Purple Lake,6302,1,HY,WAT,,2018,1,0,OP,HY,WAT,1.3,1,106
538,AK,Purple Lake,6302,2,HY,WAT,,2018,2,0,OP,HY,WAT,1.3,1,106
539,AK,Purple Lake,6302,3,HY,WAT,,2018,3,0,OP,HY,WAT,1.3,1,106
540,AK,Quinhagak,57057,1A,IC,DFO,,2018,1A,0,CN,IC,DFO,0.5,1,107
541,AK,Quinhagak,57057,3A,IC,DFO,,2018,3A,0,U,IC,DFO,0.5,1,107
542,AK,Quinhagak,57057,UNIT1,IC,DFO,,2018,UNIT1,0,OP,IC,DFO,0.4,1,107
543,AK,Quinhagak,57057,UNIT2,IC,DFO,,2018,UNIT2,0,OP,IC,DFO,0.3,1,107
544,AK,Quinhagak,57057,UNIT3,IC,DFO,,2018,UNIT3,0,OP,IC,DFO,0.4,1,107
545,AK,S W Bailey,85,1,IC,DFO,,2018,1,0,OP,IC,DFO,4.5,1,108
546,AK,S W Bailey,85,2,IC,DFO,,2018,2,0,OP,IC,DFO,4.5,1,108
547,AK,S W Bailey,85,3,IC,DFO,,2018,3,0,OP,IC,DFO,6.4,1,108
548,AK,S W Bailey,85,4,IC,DFO,,2018,4,0,OP,IC,DFO,10.5,1,108
549,AK,Salmon Creek 1,65,HY7,HY,WAT,,2018,HY7,0,OP,HY,WAT,8.5,1,109
550,AK,Savoonga,57052,UNIT1,IC,DFO,,2018,UNIT1,0,OP,IC,DFO,0.4,1,110
551,AK,Savoonga,57052,UNIT2,IC,DFO,,2018,UNIT2,0,OP,IC,DFO,0.5,1,110
552,AK,Savoonga,57052,UNIT3,IC,DFO,,2018,UNIT3,0,OP,IC,DFO,0.8,1,110
553,AK,Scammon Bay,57056,UNIT1,IC,DFO,,2018,UNIT1,0,OP,IC,DFO,0.4,1,111
554,AK,Scammon Bay,57056,UNIT2,IC,DFO,,2018,UNIT2,0,OP,IC,DFO,0.4,1,111
555,AK,Scammon Bay,57056,UNIT3,IC,DFO,,2018,UNIT3,0,OP,IC,DFO,0.5,1,111
556,AK,Selawik,6341,1,IC,DFO,,2018,1,0,RE,IC,DFO,0.3,1,112
557,AK,Selawik,6341,1A,IC,DFO,,2018,1A,0,OP,IC,DFO,0.3,1,112
558,AK,Selawik,6341,2,IC,DFO,,2018,2,0,RE,IC,DFO,0.7,1,112
559,AK,Selawik,6341,2A,IC,DFO,,2018,2A,0,RE,IC,DFO,0.5,1,112
560,AK,Selawik,6341,2B,IC,DFO,,2018,2B,0,OP,IC,DFO,0.5,1,112
561,AK,Selawik,6341,3,IC,DFO,,2018,3,0,RE,IC,DFO,0.3,1,112
562,AK,Selawik,6341,3A,IC,DFO,,2018,3A,0,RE,IC,DFO,0.8,1,112
563,AK,Selawik,6341,3B,IC,DFO,,2018,3B,0,OP,IC,DFO,0.9,1,112
564,AK,Seldovia,6283,1,IC,DFO,,2018,1,0,RE,IC,DFO,0.3,1,113
565,AK,Seldovia,6283,2,IC,DFO,,2018,2,0,RE,IC,DFO,0.6,1,113
566,AK,Seldovia,6283,3,IC,DFO,,2018,3,0,RE,IC,DFO,0.6,1,113
567,AK,Seldovia,6283,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.6,1,113
568,AK,Seldovia,6283,5,IC,DFO,,2018,5,0,SB,IC,DFO,1.2,1,113
569,AK,Seldovia,6283,6,IC,DFO,,2018,6,0,RE,IC,DFO,1.2,1,113
570,AK,Seldovia,6283,7,IC,DFO,,2018,7,0,SB,IC,DFO,1,1,113
571,AK,Seward (AK),92,1,IC,DFO,,2018,1,0,RE,IC,DFO,1.5,1,114
572,AK,Seward (AK),92,2,IC,DFO,,2018,2,0,RE,IC,DFO,1.5,1,114
573,AK,Seward (AK),92,3,IC,DFO,,2018,3,0,OP,IC,DFO,2.5,1,114
574,AK,Seward (AK),92,4,IC,DFO,,2018,4,0,OP,IC,DFO,2.5,1,114
575,AK,Seward (AK),92,5,IC,DFO,,2018,5,0,OP,IC,DFO,2.5,1,114
576,AK,Seward (AK),92,6,IC,DFO,,2018,6,0,OP,IC,DFO,2.8,1,114
577,AK,Seward (AK),92,N1,IC,DFO,,2018,N1,0,OP,IC,DFO,2.8,1,114
578,AK,Seward (AK),92,N2,IC,DFO,,2018,N2,0,OP,IC,DFO,2.5,1,114
579,AK,Shishmaref,6345,1,IC,DFO,,2018,1,0,OP,IC,DFO,0.3,1,115
580,AK,Shishmaref,6345,2,IC,DFO,,2018,2,0,OP,IC,DFO,0.3,1,115
581,AK,Shishmaref,6345,3,IC,DFO,,2018,3,0,RE,IC,DFO,0.3,1,115
582,AK,Shishmaref,6345,3A,IC,DFO,,2018,3A,0,OP,IC,DFO,0.4,1,115
583,AK,Shishmaref,6345,4,IC,DFO,,2018,4,0,RE,IC,DFO,0.5,1,115
